[2025-10-18T07:20:40.992Z] [INFO] Creating backup...
[2025-10-18T07:20:41.022Z] [SUCCESS] ✅ Backup created at tmp/backup-code-1760772040992
[2025-10-18T07:20:41.022Z] [INFO] 
📝 Organizing code in files...
[2025-10-18T07:20:41.023Z] [SUCCESS]    ✅ Organized imports: src/__tests__/ai-assistant.test.ts
[2025-10-18T07:20:41.063Z] [SUCCESS]    ✅ Organized imports: src/app/(auth)/login/page.tsx
[2025-10-18T07:20:41.063Z] [SUCCESS]    ✅ Organized imports: src/app/(auth)/register/page.tsx
[2025-10-18T07:20:41.064Z] [SUCCESS]    ✅ Organized imports: src/app/(auth)/reset-password/page.tsx
[2025-10-18T07:20:41.064Z] [SUCCESS]    ✅ Organized imports: src/app/(auth)/verify-email/page.tsx
[2025-10-18T07:20:41.065Z] [SUCCESS]    ✅ Organized imports: src/app/(doctor)/doctor-dashboard/page.tsx
[2025-10-18T07:20:41.065Z] [SUCCESS]    ✅ Organized imports: src/app/(health)/appointments/page.tsx
[2025-10-18T07:20:41.066Z] [SUCCESS]    ✅ Organized imports: src/app/(health)/approvals/page.tsx
[2025-10-18T07:20:41.068Z] [SUCCESS]    ✅ Organized imports: src/app/(health)/family-support/page.tsx
[2025-10-18T07:20:41.069Z] [SUCCESS]    ✅ Organized imports: src/app/(health)/health/patients/[id]/iep/page.tsx
[2025-10-18T07:20:41.070Z] [SUCCESS]    ✅ Organized imports: src/app/(health)/health/sessions/book/page.tsx
[2025-10-18T07:20:41.071Z] [SUCCESS]    ✅ Organized imports: src/app/(health)/insurance/page.tsx
[2025-10-18T07:20:41.072Z] [SUCCESS]    ✅ Organized imports: src/app/(health)/insurance-claims/page.tsx
[2025-10-18T07:20:41.073Z] [SUCCESS]    ✅ Organized imports: src/app/(health)/medical-file/page.tsx
[2025-10-18T07:20:41.074Z] [SUCCESS]    ✅ Organized imports: src/app/(health)/patients/[id]/page.tsx
[2025-10-18T07:20:41.075Z] [SUCCESS]    ✅ Organized imports: src/app/(health)/patients/page.tsx
[2025-10-18T07:20:41.076Z] [SUCCESS]    ✅ Organized imports: src/app/(health)/progress-tracking/page.tsx
[2025-10-18T07:20:41.077Z] [SUCCESS]    ✅ Organized imports: src/app/(health)/sessions/page.tsx
[2025-10-18T07:20:41.078Z] [SUCCESS]    ✅ Organized imports: src/app/(health)/therapy/page.tsx
[2025-10-18T07:20:41.079Z] [SUCCESS]    ✅ Organized imports: src/app/(health)/training/page.tsx
[2025-10-18T07:20:41.080Z] [SUCCESS]    ✅ Organized imports: src/app/(info)/about/page.tsx
[2025-10-18T07:20:41.080Z] [SUCCESS]    ✅ Organized imports: src/app/(info)/contact/page.tsx
[2025-10-18T07:20:41.081Z] [SUCCESS]    ✅ Organized imports: src/app/(info)/layout.tsx
[2025-10-18T07:20:41.081Z] [SUCCESS]    ✅ Organized imports: src/app/(legal)/layout.tsx
[2025-10-18T07:20:41.081Z] [SUCCESS]    ✅ Organized imports: src/app/(legal)/privacy/page.tsx
[2025-10-18T07:20:41.082Z] [SUCCESS]    ✅ Organized imports: src/app/(legal)/terms/page.tsx
[2025-10-18T07:20:41.082Z] [SUCCESS]    ✅ Organized imports: src/app/(marketing)/faq/page.tsx
[2025-10-18T07:20:41.082Z] [SUCCESS]    ✅ Organized imports: src/app/(marketing)/features/page.tsx
[2025-10-18T07:20:41.082Z] [SUCCESS]    ✅ Organized imports: src/app/(marketing)/pricing/page.tsx
[2025-10-18T07:20:41.083Z] [SUCCESS]    ✅ Organized imports: src/app/(patient)/patient-dashboard/page.tsx
[2025-10-18T07:20:41.083Z] [SUCCESS]    ✅ Organized imports: src/app/(public)/chatbot/page.tsx
[2025-10-18T07:20:41.084Z] [SUCCESS]    ✅ Organized imports: src/app/(staff)/staff-dashboard/page.tsx
[2025-10-18T07:20:41.084Z] [SUCCESS]    ✅ Organized imports: src/app/(supervisor)/supervisor-dashboard/page.tsx
[2025-10-18T07:20:41.085Z] [SUCCESS]    ✅ Organized imports: src/app/api/admin/configs/route.ts
[2025-10-18T07:20:41.085Z] [SUCCESS]    ✅ Organized imports: src/app/api/admin/security-events/route.ts
[2025-10-18T07:20:41.086Z] [SUCCESS]    ✅ Organized imports: src/app/api/admin/stats/route.ts
[2025-10-18T07:20:41.086Z] [SUCCESS]    ✅ Organized imports: src/app/api/admin/system-config/route.ts
[2025-10-18T07:20:41.087Z] [SUCCESS]    ✅ Organized imports: src/app/api/admin/users/[id]/route.ts
[2025-10-18T07:20:41.087Z] [SUCCESS]    ✅ Organized imports: src/app/api/admin/users/route.ts
[2025-10-18T07:20:41.088Z] [SUCCESS]    ✅ Organized imports: src/app/api/agent/completion/route.ts
[2025-10-18T07:20:41.088Z] [SUCCESS]    ✅ Organized imports: src/app/api/agent/logs/route.ts
[2025-10-18T07:20:41.088Z] [SUCCESS]    ✅ Organized imports: src/app/api/agent/status/route.ts
[2025-10-18T07:20:41.088Z] [SUCCESS]    ✅ Organized imports: src/app/api/agent/tasks/route.ts
[2025-10-18T07:20:41.088Z] [SUCCESS]    ✅ Organized imports: src/app/api/analytics/action/route.ts
[2025-10-18T07:20:41.089Z] [SUCCESS]    ✅ Organized imports: src/app/api/analytics/metrics/route.ts
[2025-10-18T07:20:41.089Z] [SUCCESS]    ✅ Organized imports: src/app/api/appointments/[id]/route.ts
[2025-10-18T07:20:41.089Z] [SUCCESS]    ✅ Organized imports: src/app/api/appointments/availability/route.ts
[2025-10-18T07:20:41.090Z] [SUCCESS]    ✅ Organized imports: src/app/api/appointments/book/route.ts
[2025-10-18T07:20:41.090Z] [SUCCESS]    ✅ Organized imports: src/app/api/appointments/conflict-check/route.ts
[2025-10-18T07:20:41.090Z] [SUCCESS]    ✅ Organized imports: src/app/api/appointments/route.ts
[2025-10-18T07:20:41.091Z] [SUCCESS]    ✅ Organized imports: src/app/api/audit-logs/route.ts
[2025-10-18T07:20:41.091Z] [SUCCESS]    ✅ Organized imports: src/app/api/auth/forgot-password/route.ts
[2025-10-18T07:20:41.091Z] [SUCCESS]    ✅ Organized imports: src/app/api/auth/login/route.ts
[2025-10-18T07:20:41.092Z] [SUCCESS]    ✅ Organized imports: src/app/api/auth/logout/route.ts
[2025-10-18T07:20:41.092Z] [SUCCESS]    ✅ Organized imports: src/app/api/auth/me/route.ts
[2025-10-18T07:20:41.092Z] [SUCCESS]    ✅ Organized imports: src/app/api/auth/register/route.ts
[2025-10-18T07:20:41.093Z] [SUCCESS]    ✅ Organized imports: src/app/api/auth/reset-password/route.ts
[2025-10-18T07:20:41.093Z] [SUCCESS]    ✅ Organized imports: src/app/api/chatbot/appointments/route.ts
[2025-10-18T07:20:41.093Z] [SUCCESS]    ✅ Organized imports: src/app/api/chatbot/config/route.ts
[2025-10-18T07:20:41.094Z] [SUCCESS]    ✅ Organized imports: src/app/api/chatbot/conversations/route.ts
[2025-10-18T07:20:41.094Z] [SUCCESS]    ✅ Organized imports: src/app/api/chatbot/flows/route.ts
[2025-10-18T07:20:41.094Z] [SUCCESS]    ✅ Organized imports: src/app/api/chatbot/intents/route.ts
[2025-10-18T07:20:41.095Z] [SUCCESS]    ✅ Organized imports: src/app/api/chatbot/message/route.ts
[2025-10-18T07:20:41.095Z] [SUCCESS]    ✅ Organized imports: src/app/api/chatbot/messages/route.ts
[2025-10-18T07:20:41.095Z] [SUCCESS]    ✅ Organized imports: src/app/api/crm/contacts/route.ts
[2025-10-18T07:20:41.095Z] [SUCCESS]    ✅ Organized imports: src/app/api/crm/leads/route.ts
[2025-10-18T07:20:41.096Z] [SUCCESS]    ✅ Organized imports: src/app/api/crm/stats/route.ts
[2025-10-18T07:20:41.096Z] [SUCCESS]    ✅ Organized imports: src/app/api/dashboard/health/route.ts
[2025-10-18T07:20:41.096Z] [SUCCESS]    ✅ Organized imports: src/app/api/dashboard/logs/route.ts
[2025-10-18T07:20:41.096Z] [SUCCESS]    ✅ Organized imports: src/app/api/dashboard/metrics/route.ts
[2025-10-18T07:20:41.097Z] [SUCCESS]    ✅ Organized imports: src/app/api/doctors/availability/route.ts
[2025-10-18T07:20:41.097Z] [SUCCESS]    ✅ Organized imports: src/app/api/errors/route.ts
[2025-10-18T07:20:41.098Z] [SUCCESS]    ✅ Organized imports: src/app/api/health/route.ts
[2025-10-18T07:20:41.098Z] [SUCCESS]    ✅ Organized imports: src/app/api/healthcare/appointments/route.ts
[2025-10-18T07:20:41.098Z] [SUCCESS]    ✅ Organized imports: src/app/api/healthcare/patients/route.ts
[2025-10-18T07:20:41.099Z] [SUCCESS]    ✅ Organized imports: src/app/api/i18n/route.ts
[2025-10-18T07:20:41.099Z] [SUCCESS]    ✅ Organized imports: src/app/api/insurance/claims/[id]/submit/route.ts
[2025-10-18T07:20:41.099Z] [SUCCESS]    ✅ Organized imports: src/app/api/insurance/claims/route.ts
[2025-10-18T07:20:41.100Z] [SUCCESS]    ✅ Organized imports: src/app/api/medical-records/route.ts
[2025-10-18T07:20:41.100Z] [SUCCESS]    ✅ Organized imports: src/app/api/medical-records/upload/route.ts
[2025-10-18T07:20:41.101Z] [SUCCESS]    ✅ Organized imports: src/app/api/notifications/send/route.ts
[2025-10-18T07:20:41.101Z] [SUCCESS]    ✅ Organized imports: src/app/api/notifications/templates/route.ts
[2025-10-18T07:20:41.101Z] [SUCCESS]    ✅ Organized imports: src/app/api/patients/[id]/activate/route.ts
[2025-10-18T07:20:41.101Z] [SUCCESS]    ✅ Organized imports: src/app/api/patients/[id]/activation/step/route.ts
[2025-10-18T07:20:41.102Z] [SUCCESS]    ✅ Organized imports: src/app/api/patients/journey/route.ts
[2025-10-18T07:20:41.102Z] [SUCCESS]    ✅ Organized imports: src/app/api/payments/webhook/stripe/route.ts
[2025-10-18T07:20:41.103Z] [SUCCESS]    ✅ Organized imports: src/app/api/reports/dashboard-metrics/route.ts
[2025-10-18T07:20:41.103Z] [SUCCESS]    ✅ Organized imports: src/app/api/reports/export/route.ts
[2025-10-18T07:20:41.104Z] [SUCCESS]    ✅ Organized imports: src/app/api/sessions/available-slots/route.ts
[2025-10-18T07:20:41.104Z] [SUCCESS]    ✅ Organized imports: src/app/api/slack/notify/route.ts
[2025-10-18T07:20:41.104Z] [SUCCESS]    ✅ Organized imports: src/app/api/slack/webhook/route.ts
[2025-10-18T07:20:41.104Z] [SUCCESS]    ✅ Organized imports: src/app/api/supervisor/call-request/route.ts
[2025-10-18T07:20:41.105Z] [SUCCESS]    ✅ Organized imports: src/app/api/test/clear-rate-limit/route.ts
[2025-10-18T07:20:41.105Z] [SUCCESS]    ✅ Organized imports: src/app/api/translations/[lang]/route.ts
[2025-10-18T07:20:41.105Z] [SUCCESS]    ✅ Organized imports: src/app/api/translations/missing/route.ts
[2025-10-18T07:20:41.106Z] [SUCCESS]    ✅ Organized imports: src/app/api/upload/route.ts
[2025-10-18T07:20:41.106Z] [SUCCESS]    ✅ Organized imports: src/app/api/user/preferences/route.ts
[2025-10-18T07:20:41.106Z] [SUCCESS]    ✅ Organized imports: src/app/api/webhook/whatsapp/route.ts
[2025-10-18T07:20:41.107Z] [SUCCESS]    ✅ Organized imports: src/app/api/webhooks/payments/moyasar/route.ts
[2025-10-18T07:20:41.107Z] [SUCCESS]    ✅ Organized imports: src/app/api/webhooks/payments/stripe/route.ts
[2025-10-18T07:20:41.107Z] [SUCCESS]    ✅ Organized imports: src/app/dashboard/doctor/page.tsx
[2025-10-18T07:20:41.108Z] [SUCCESS]    ✅ Organized imports: src/app/dashboard/page.tsx
[2025-10-18T07:20:41.108Z] [SUCCESS]    ✅ Organized imports: src/app/dashboard/patient/page.tsx
[2025-10-18T07:20:41.108Z] [SUCCESS]    ✅ Organized imports: src/app/dashboard/staff/page.tsx
[2025-10-18T07:20:41.109Z] [SUCCESS]    ✅ Organized imports: src/app/dashboard/supervisor/page.tsx
[2025-10-18T07:20:41.109Z] [SUCCESS]    ✅ Organized imports: src/app/dashboard/user/page.tsx
[2025-10-18T07:20:41.110Z] [SUCCESS]    ✅ Organized imports: src/app/error.tsx
[2025-10-18T07:20:41.110Z] [SUCCESS]    ✅ Organized imports: src/app/layout.minimal.tsx
[2025-10-18T07:20:41.110Z] [SUCCESS]    ✅ Organized imports: src/app/layout.tsx
[2025-10-18T07:20:41.110Z] [SUCCESS]    ✅ Organized imports: src/app/not-found.tsx
[2025-10-18T07:20:41.111Z] [SUCCESS]    ✅ Organized imports: src/app/page.tsx
[2025-10-18T07:20:41.111Z] [SUCCESS]    ✅ Organized imports: src/app/robots.ts
[2025-10-18T07:20:41.111Z] [SUCCESS]    ✅ Organized imports: src/app/sitemap.ts
[2025-10-18T07:20:41.112Z] [SUCCESS]    ✅ Organized imports: src/app/uikit/guidelines/page.tsx
[2025-10-18T07:20:41.112Z] [SUCCESS]    ✅ Organized imports: src/app/uikit/page.tsx
[2025-10-18T07:20:41.112Z] [SUCCESS]    ✅ Organized imports: src/components/LanguageSwitcher.tsx
[2025-10-18T07:20:41.112Z] [SUCCESS]    ✅ Organized imports: src/components/accessibility/AccessibilitySettings.tsx
[2025-10-18T07:20:41.113Z] [SUCCESS]    ✅ Organized imports: src/components/appointments/AppointmentManager.tsx
[2025-10-18T07:20:41.113Z] [SUCCESS]    ✅ Organized imports: src/components/auth/ProtectedRoute.tsx
[2025-10-18T07:20:41.114Z] [SUCCESS]    ✅ Organized imports: src/components/booking/AvailableSlotsPicker.tsx
[2025-10-18T07:20:41.114Z] [SUCCESS]    ✅ Organized imports: src/components/booking/SessionTypeSelector.tsx
[2025-10-18T07:20:41.114Z] [SUCCESS]    ✅ Organized imports: src/components/charts/AreaChart.tsx
[2025-10-18T07:20:41.114Z] [SUCCESS]    ✅ Organized imports: src/components/charts/BarChart.tsx
[2025-10-18T07:20:41.115Z] [SUCCESS]    ✅ Organized imports: src/components/charts/LineChart.tsx
[2025-10-18T07:20:41.115Z] [SUCCESS]    ✅ Organized imports: src/components/charts/index.ts
[2025-10-18T07:20:41.115Z] [SUCCESS]    ✅ Organized imports: src/components/chatbot/MoainChatbot.tsx
[2025-10-18T07:20:41.116Z] [SUCCESS]    ✅ Organized imports: src/components/chatbot/MoeenChatbot.tsx
[2025-10-18T07:20:41.116Z] [SUCCESS]    ✅ Organized imports: src/components/common/DirectionToggle.tsx
[2025-10-18T07:20:41.116Z] [SUCCESS]    ✅ Organized imports: src/components/common/EmptyState.tsx
[2025-10-18T07:20:41.117Z] [SUCCESS]    ✅ Organized imports: src/components/common/ErrorBoundary.tsx
[2025-10-18T07:20:41.117Z] [SUCCESS]    ✅ Organized imports: src/components/common/LanguageSwitcher.tsx
[2025-10-18T07:20:41.117Z] [SUCCESS]    ✅ Organized imports: src/components/common/LiveDot.tsx
[2025-10-18T07:20:41.117Z] [SUCCESS]    ✅ Organized imports: src/components/common/OptimizedImage.tsx
[2025-10-18T07:20:41.118Z] [SUCCESS]    ✅ Organized imports: src/components/common/PerformanceOptimizedImage.tsx
[2025-10-18T07:20:41.118Z] [SUCCESS]    ✅ Organized imports: src/components/common/PlaceholderSquare.tsx
[2025-10-18T07:20:41.118Z] [SUCCESS]    ✅ Organized imports: src/components/common/StatusBanner.tsx
[2025-10-18T07:20:41.119Z] [SUCCESS]    ✅ Organized imports: src/components/common/index.ts
[2025-10-18T07:20:41.119Z] [SUCCESS]    ✅ Organized imports: src/components/dashboard/Charts.tsx
[2025-10-18T07:20:41.119Z] [SUCCESS]    ✅ Organized imports: src/components/dashboard/KpiCard.tsx
[2025-10-18T07:20:41.119Z] [SUCCESS]    ✅ Organized imports: src/components/index.ts
[2025-10-18T07:20:41.120Z] [SUCCESS]    ✅ Organized imports: src/components/insurance/ClaimsManager.tsx
[2025-10-18T07:20:41.120Z] [SUCCESS]    ✅ Organized imports: src/components/layout/GlobalHeader.tsx
[2025-10-18T07:20:41.120Z] [SUCCESS]    ✅ Organized imports: src/components/layout/SmartHeader.tsx
[2025-10-18T07:20:41.121Z] [SUCCESS]    ✅ Organized imports: src/components/layout/index.ts
[2025-10-18T07:20:41.121Z] [SUCCESS]    ✅ Organized imports: src/components/patient/ActivationFlow.tsx
[2025-10-18T07:20:41.121Z] [SUCCESS]    ✅ Organized imports: src/components/patient/PreVisitChecklist.tsx
[2025-10-18T07:20:41.122Z] [SUCCESS]    ✅ Organized imports: src/components/patients/PatientRecords.tsx
[2025-10-18T07:20:41.123Z] [SUCCESS]    ✅ Organized imports: src/components/providers/DesignSystemProvider.tsx
[2025-10-18T07:20:41.123Z] [SUCCESS]    ✅ Organized imports: src/components/providers/I18nProvider.tsx
[2025-10-18T07:20:41.123Z] [SUCCESS]    ✅ Organized imports: src/components/providers/UIProvider.tsx
[2025-10-18T07:20:41.124Z] [SUCCESS]    ✅ Organized imports: src/components/settings/KeywordEditor.tsx
[2025-10-18T07:20:41.124Z] [SUCCESS]    ✅ Organized imports: src/components/settings/SettingsTabs.tsx
[2025-10-18T07:20:41.125Z] [SUCCESS]    ✅ Organized imports: src/components/shared/DataTable.tsx
[2025-10-18T07:20:41.125Z] [SUCCESS]    ✅ Organized imports: src/components/shared/EmptyState.tsx
[2025-10-18T07:20:41.125Z] [SUCCESS]    ✅ Organized imports: src/components/shared/Form.tsx
[2025-10-18T07:20:41.125Z] [SUCCESS]    ✅ Organized imports: src/components/shared/LiveRegion.tsx
[2025-10-18T07:20:41.126Z] [SUCCESS]    ✅ Organized imports: src/components/shared/Modal.tsx
[2025-10-18T07:20:41.126Z] [SUCCESS]    ✅ Organized imports: src/components/shared/ScreenReaderOnly.tsx
[2025-10-18T07:20:41.126Z] [SUCCESS]    ✅ Organized imports: src/components/shared/Tabs.tsx
[2025-10-18T07:20:41.126Z] [SUCCESS]    ✅ Organized imports: src/components/shared/index.ts
[2025-10-18T07:20:41.127Z] [SUCCESS]    ✅ Organized imports: src/components/shell/HeaderSimple.tsx
[2025-10-18T07:20:41.127Z] [SUCCESS]    ✅ Organized imports: src/components/shell/Sidebar.tsx
[2025-10-18T07:20:41.127Z] [SUCCESS]    ✅ Organized imports: src/components/ui/Badge.tsx
[2025-10-18T07:20:41.128Z] [SUCCESS]    ✅ Organized imports: src/components/ui/Button.tsx
[2025-10-18T07:20:41.128Z] [SUCCESS]    ✅ Organized imports: src/components/ui/Card.tsx
[2025-10-18T07:20:41.128Z] [SUCCESS]    ✅ Organized imports: src/components/ui/Checkbox.tsx
[2025-10-18T07:20:41.128Z] [SUCCESS]    ✅ Organized imports: src/components/ui/DataTable.tsx
[2025-10-18T07:20:41.129Z] [SUCCESS]    ✅ Organized imports: src/components/ui/Input.tsx
[2025-10-18T07:20:41.129Z] [SUCCESS]    ✅ Organized imports: src/components/ui/Label.tsx
[2025-10-18T07:20:41.129Z] [SUCCESS]    ✅ Organized imports: src/components/ui/LoadingSpinner.tsx
[2025-10-18T07:20:41.129Z] [SUCCESS]    ✅ Organized imports: src/components/ui/Modal.tsx
[2025-10-18T07:20:41.130Z] [SUCCESS]    ✅ Organized imports: src/components/ui/ScrollArea.tsx
[2025-10-18T07:20:41.130Z] [SUCCESS]    ✅ Organized imports: src/components/ui/Select.tsx
[2025-10-18T07:20:41.130Z] [SUCCESS]    ✅ Organized imports: src/components/ui/Skeleton.tsx
[2025-10-18T07:20:41.130Z] [SUCCESS]    ✅ Organized imports: src/components/ui/Switch.tsx
[2025-10-18T07:20:41.131Z] [SUCCESS]    ✅ Organized imports: src/components/ui/Table.tsx
[2025-10-18T07:20:41.131Z] [SUCCESS]    ✅ Organized imports: src/components/ui/Tabs.tsx
[2025-10-18T07:20:41.131Z] [SUCCESS]    ✅ Organized imports: src/components/ui/Textarea.tsx
[2025-10-18T07:20:41.132Z] [SUCCESS]    ✅ Organized imports: src/components/ui/ThemeSwitch.tsx
[2025-10-18T07:20:41.132Z] [SUCCESS]    ✅ Organized imports: src/components/ui/Toast.tsx
[2025-10-18T07:20:41.132Z] [SUCCESS]    ✅ Organized imports: src/components/ui/Tooltip.tsx
[2025-10-18T07:20:41.132Z] [SUCCESS]    ✅ Organized imports: src/components/ui/index.ts
[2025-10-18T07:20:41.133Z] [SUCCESS]    ✅ Organized imports: src/config/api.ts
[2025-10-18T07:20:41.133Z] [SUCCESS]    ✅ Organized imports: src/config/app.ts
[2025-10-18T07:20:41.133Z] [SUCCESS]    ✅ Organized imports: src/config/auth.ts
[2025-10-18T07:20:41.133Z] [SUCCESS]    ✅ Organized imports: src/config/database.ts
[2025-10-18T07:20:41.133Z] [SUCCESS]    ✅ Organized imports: src/config/env.ts
[2025-10-18T07:20:41.133Z] [SUCCESS]    ✅ Organized imports: src/constants/api.ts
[2025-10-18T07:20:41.133Z] [SUCCESS]    ✅ Organized imports: src/constants/i18n-keys.ts
[2025-10-18T07:20:41.134Z] [SUCCESS]    ✅ Organized imports: src/constants/index.ts
[2025-10-18T07:20:41.134Z] [SUCCESS]    ✅ Organized imports: src/constants/roles.ts
[2025-10-18T07:20:41.134Z] [SUCCESS]    ✅ Organized imports: src/constants/routes.ts
[2025-10-18T07:20:41.134Z] [SUCCESS]    ✅ Organized imports: src/constants/storage.ts
[2025-10-18T07:20:41.134Z] [SUCCESS]    ✅ Organized imports: src/constants/theme.ts
[2025-10-18T07:20:41.134Z] [SUCCESS]    ✅ Organized imports: src/constants/ui.ts
[2025-10-18T07:20:41.135Z] [SUCCESS]    ✅ Organized imports: src/constants/validation.ts
